Артикул,Ім'я,Короткий опис,Опис,Початок акції,Завершення акції,Категорії,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073
PC107,TAPI WASHER,"<strong>Концентрат для чищення оббивки та килимків</strong>
\nНизькопінна рідина для оббивки та килимів. Засіб нейтралізує неприємні запахи, залишаючи свіжий запах протягом тривалого часу. Прекрасно видаляє плями із текстильних поверхонь, стійких до води, і запобігає повторному забрудненню. Може використовуватись для вологого прибирання порохотягом, а також для ручного миття. Не подразнює шкіру.","<strong>TAPI WASHER </strong>- рідина з низьким вмістом піни, призначена для чистки оббивки, килимів, диванів та ковролінів.
\n
\nПрекрасно видаляє плями з текстильних поверхонь, стійких до води, і запобігає повторному забрудненню. Нейтралізує неприємні запахи, залишаючи свіжий запах протягом тривалого часу. Може використовуватися для миючих пилососів та ручного прання.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nЗалежно від ступеня забруднення використовуйте розчин препарату:
\n
\n1 - 5% (10 - 50 мл препарату на 1 л води)
\n
\nДотримуватись інструкцій з експлуатації. При стійкому бруді слід повторити чиститку, або використовувати м'яку щітку під час миття.
\n
\n<img src=""https://imageshack.com/i/plAQCs4Nj"" alt="""" />
\n
\n[embed]https://youtu.be/ONXtp2dKc1M[/embed]",,,"Автокосметика, Господарство, Господарство > Килими та оббивка, Автокосметика > Очищення інтер'єру, Автокосметика > Очищення інтер'єру > Шкіра та тканини",,"PC222, PC111, PC203","A172, N262, B040",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":143,""to_translate"":{""ru"":143}}",,default,default,default,1,TAPI WASHER,41,90,,,1,,,,,,,,,,,,,,,,1566223633
PC102,NANO,"<strong>Рідина для миття скляних поверхонь</strong>
\nЗасіб на основі нанотехнологій, призначений для очищення всіх скляних поверхонь, а також пластикових та ламінованих елементів. Нано частинки, що містяться у продукті утворюються шар, який забезпечує будь швидкий відтік води і бруду. Після застосування поверхня стає менш чутливою до пилу, бруду та води, залишаючи при цьому поверхню чистою, без смуг та плям.","Засіб на основі нанотехнологій, призначений для очищення всіх скляних поверхонь, а також пластикових та ламінованих елементів.
\nНано частинки, що містяться в препараті, утворюють шар, який забезпечує більш стійкий захист від бруду та води. Крім того після застосування, скло не запотіватиме.
\nПісля нанесення елементи будуть відштовхувати пил, бруд та воду, залишаючи при цьому поверхню чистою, блискучою, без плям та смуг.
\n
\n<strong>NANO</strong> надзвичайно ефективний і дуже швидко випаровується з очищеної поверхні.
\n<h3><strong>Використання:</strong></h3>
\nРозпилити препарат по поверхні. Відполірувати на сухо.",,,"Автокосметика, Господарство, Автокосметика > Очищення інтер'єру, Автокосметика > Очищення інтер'єру > Скло і дзеркала, Господарство > Скло\, Дзеркала\, LCD",,"PC219, PC008, PC022","A160, N275, N287",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":145,""to_translate"":{""ru"":145}}",,default,default,default,1,NANO,36,90,,,1,,,,,,,,,,,,,,,,
N256,MIKROFIBRA PERFECT GLASS,"40 x 40 cm / Мікрофібра для вікон
\n240g / m2 ","<span class=""tlid-translation translation"" lang=""uk""><span class="""" title="""">Ефективно видаляє бруд, не залишаючи смуг або волокон на вікнах, дзеркалах і хромі.</span>
\n
\n<span title="""">Для мокрого та сухого використання.</span>
\n
\n
\n<strong><span title="""">Особливості</span><span title="""">:</span></strong>
\n</span>
\n<ul>
\n 	<li>добре вбирає воду, пил і бруд</li>
\n 	<li>ідеально полірує</li>
\n 	<li>не залишає прожилок</li>
\n 	<li>надзвичайно довговічний</li>
\n 	<li>може прати машинно</li>
\n 	<li>вага: 240 г / м2</li>
\n 	<li>колір: синій</li>
\n 	<li>Упаковка: 1 шт</li>
\n</ul>",,,"Господарство, Господарство > Скло\, Дзеркала\, LCD",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,MIKROFIBRA PERFECT GLASS,,,,,1,,,,,,,,,,,,,,,,
PC103,SHINE,"<strong>Рідина для миття моніторів та LCD</strong>
\nНетоксичний препарат для чищення моніторів, ПК-екранів, світлодіодів тощо. Чудово підходить для чистки екранів LED та LCD, а також оргскла.","<strong>SHINE -</strong> нетоксичний засіб до очищення моніторів, рідкокристалічних екранів, світлодіодів та LCD тощо.
\n
\nЗасіб призначений для очищення поверхонь виготовлених зі штучних матеріалів, найкраще використовувати із такими поверхнями як монітори та LCD екрани або ж світлодіоди.
\n
\nЙого також можна використовувати для очищення оргскла. Містить антистатичні інгредієнти для запобігання осідання пилу. Видаляє нікотинове забарвлення і не залишає смуг. Дуже ефективний і НЕТОКСИЧНИЙ.
\n<h3>Використання:</h3>
\nНанести рідину на поверхню, за допомогою будь-якого розпилювача, після чого протерти поверхню до ідеального блиску.",,,"Автокосметика > Очищення інтер'єру > LCD екрани, Господарство, Автокосметика > Очищення інтер'єру, Господарство > Скло\, Дзеркала\, LCD",,"PC222, PC112, PC113","PC004, PC102, PC014",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":112,""to_translate"":{""ru"":112}}",,default,default,default,0,SHINE,40,90,,,1,,,,,,,,,,,,,,,,
PC202,BLACK,"<strong>Засіб для збереження та консервації пластику та гуми</strong>
\n
\nНадзвичайно ефективний засіб для консервації та відновлення. Ідеально підходить для пластикових та гумових елементи: шини, бампер, ручки, дзеркала, ущільнювачі (запобігає замерзанню взимку), панелі (залишає блиск).
\n
\nЗасіб не прилипає і повністю висихає, залишаючи блискучу поверхню без розводів. Створює ефект ""вологої шини"", захищаючи поверхню гуми від солей та атмосферних факторів, таких як сонячне світло. Захищає від пересихання та гальмує процес старіння гуми.","Надзвичайно ефективний засіб для консервації та відновлення. Захищає пластикові та гумові елементи:
\n<ul>
\n 	<li>шини</li>
\n 	<li>бампери</li>
\n 	<li>ручки</li>
\n 	<li>дзеркала</li>
\n 	<li>панелі</li>
\n 	<li>ущільнювачі (запобігає замерзання взимку)</li>
\n 	<li>панелі (залишає блискучу поверхню)</li>
\n</ul>
\n&nbsp;
\n
\nЗасіб не прилипає і повністю висихає, залишаючи блиск. Для шин, створює ефект ""вологої шини"", захищаючи поверхню від солей та атмосферних факторів, таких як сонячне світло. Захищає від пересихання і гальмує процес старіння гуми (парирування). Засіб містить силікон.
\n
\n<strong>Використання:</strong>
\n
\nРозпилити на поверхню та дати їй висохнути. Поверхня повинна бути чиста і суха (рекомендується попередньо промити водою для найкращого результата).
\n
\n[embed]https://youtu.be/T-rJp-e-9hg[/embed]",,,"Автокосметика, Автокосметика > Зовнішнє прибирання, Автокосметика > Зовнішнє прибирання > Чистка шин та пластмас",,"N275, N262, B040","PC102, PC021, KWAP2",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":163,""to_translate"":{""ru"":163}}",,default,default,default,1,BLACK,34,90,,,,,,,,,,,,,,,,,,,
PC224,BLOODY MARY,"<strong>Деіонізатор - засіб для очищення дисків</strong>
\n
\nЗасіб видаляє будь-який бруд на металах, такий як пил з гальмівних колодок. Повністю безпечний для дисків та лаку (нейтральний рН).
\nЗавдяки консистенції гелю, залишається на поверхні тривалий час і запобігає повторному забрудненню.
\nЛегко очищує гальмівні колодки та будь-який дорожні бруд чи металеві домішки з дисків. Підходить для всіх типів дисків та ковпаків.","Засіб для миття дисків - деіонізатор з нейтральним рН (рН = 7).
\n<strong>Безпечний для хромованих і відполірованих дисків, усуває будь-які забруднення.</strong>
\n
\nЗавдяки консистенції гелю залишається на очищеній поверхні дуже довго. Засіб легко видаляє осад на гальмівних колодках та будь-який дорожній бруд з дисків. Підходить для всіх типів дисків та ковпаків.
\n
\n<strong>Використання:</strong>
\n
\nНанести препарат на суху поверхню за допомогою розпилювача, зачекати 2-3 хвилини, а потім ретельно промити водою. У разі важкого забруднення дію повторити із допомогою механічного засобу, таким як губка або щітка.
\n
\n<strong>Увага!</strong> Не використовувати на гарячій поверхні.
\n<div class=""video-wrapper""><iframe src=""https://www.youtube.com/embed/NBTAK6xiYBI"" width=""560"" height=""315"" frameborder=""0"" allowfullscreen=""allowfullscreen"" data-mce-fragment=""1""></iframe></div>",,,"Автокосметика, Автокосметика > Зовнішнє прибирання, Автокосметика > Зовнішнє прибирання > Миття коліс",,"PC214, PC019, PC021","PC225, FOR05, KWAP2",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":163,""to_translate"":{""ru"":163}}",,default,default,default,1,BLOODY MARY,36,90,,,1,,,,,,,,,,,,,,,,
A171,DETAIL BRUSH,"<strong>Професійна деталізована кисть</strong>
\nВисокоякісна пензлик для деталізування, довжина щетини приблизно 5,5 см. Стійкий до хімічних речовин.","<span class=""tlid-translation translation"" lang=""uk""><span class="""" title="""">Якісна щітка для деталізації, призначена для найскладніших завдань.</span></span>
\n
\n<span class="""" title="""">Густа і жорстка щетина, дуже міцна механічна і стійка до сильної хімії.</span> <span class="""" title="""">Прекрасно видаляє навіть найстійкіший бруд.</span> <span class="""" title="""">Особливо рекомендується для коліс та сильно забруднених частин кузова, а також двигунів.</span>
\n
\n<span title="""">Кришка та ручка з пластику, пофарбовані, безпечні для очищених деталей.</span>
\n
\n<strong><span title="""">Параметри</span><span title="""">:</span></strong>
\n
\n<span title="""">товщина щетини - 30 мм</span> або 40 мм
\n<span title="""">довжина щетинок - 5,5 см
\n</span>",,,"Щітки та розпилювачі > Щітки та деталізовані пензлі, Щітки та розпилювачі",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,,DETAIL BRUSH,0,,,,1,,,,,,,,,,,,,,,,
PC225,GLAMOUR,"<strong>Нейтрально активна піна</strong>
\nБарвиста і ароматна піна з нейтральним рН, призначена для миття машин, захищених твердими восками або керамічним покриттям. Завдяки своїй щільності піна сворює захисний щар який тривалий час залишається на очищеній поверхні та легко запобігає осіданню пилу, грязюки та інших забрудненостей. Більше того, виразний колір та інтенсивний приємний запах забезпечать, щоб кожне миття було надзвичайно приємним.","Дуже густа активна піна синього кольору, призначена для миття машин, захищених твердим воском або керамічним покриттям. Завдяки своїй безпрецедентній щільності GLAMOUR створює захисний шар, що тривалий час залишається на очищеній поверхні та легко видаляє весь дорожній бруд та осади.
\n
\nБільш того, відмінний колір і інтенсивний запах забезпечать, щоб кожне миття було надзвичайно приємним.
\n
\n<strong>Нейтральний рН</strong> - він не пошкоджує тверді воски та захисних покриття.
\n
\n<strong>Спеціальний барвник</strong>к - водомийний, не залишає колірних відтінків.
\n
\n&nbsp;
\n<h2><strong>Використання:</strong></h2>
\nЗасіб призначений для очищення з піноутворюючими пристроями. Залежно від типу піни використовуйте розчин:
\n
\n1: 5 до 1:20 - піноутворювачі ПА
\n
\nдо 1: 200 - Ручна піна
\n
\nНанести розчин на очищаючу поверхню і залишити на 3-5 хвилин, потім промити водою під висококим тиском.
\n
\n<strong>Увага! </strong>Не допускати висихання засобу на чищеній поверхні.
\n
\nНе використовувати на розігрітих поверхнях.
\n
\n[embed]https://youtu.be/qEaYlS3cKdI[/embed]",,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання",,"PC203, PC211, PC212","N275, PC022, KWAP2",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":196,""to_translate"":{""ru"":196}}",,default,default,default,1,GLAMOUR,47,90,,,1,,,,,,,,,,,,,,,,
PC211,SHAMPOO,"<strong>Автомобільний шампунь з нейтральним рН</strong>
\n
\nКонцентрований автомобільний шампунь, який можна використовувати як для ручного миття, так і для автоматичного миття під тиском.  Ефективно видаляє дорожній бруд.
\nЗавдяки нейтральному рівню pH (pH = 7) , не вимиває твердий віск, не знищує захисне покриття, не залишає плям і розводів.
\n
\n<strong>Доступні запахи:</strong>
\n
\n- PC211 (лимон)
\n- PC216 (жувальна гумка)","Концентрований автомобільний шампунь, який можна використовувати як для ручного миття, так і для автоматичного миття автомобілів.
\n
\nЕфективно видаляє дорожній бруд та інші домішки, не залишаючи плям. Завдяки нейтральному рН, він не змиває захисне лаковане покриття та тверді воски з поверхні.
\n
\n<strong>Доступні аромати:</strong>
\n<ul>
\n 	<li>PC211 - лимон</li>
\n 	<li>PC216 - гумми</li>
\n</ul>
\n<strong>Використання:</strong>
\n
\nПеред ручним миттям ретельно промийте транспортний засіб, щоб видалити частинки піску, солі або інших домішок, які можуть перешкоджати очищенню або подряпати лакований шару.
\n
\nПотім концентрат шампуню слід змішати з водою, щоб отримати робочий розчин потрібної концентрації.
\n<ul>
\n 	<li>0,5 - 3% (5 - 30 мл препарату на 1 л води)</li>
\n</ul>
\nКонцентрація розчину повинна залежати від ступеня забруднення транспортного засобу. Найкраще застосовувати розчин з пінополістиролом, мити губкою.
\nПісля миття припарат потрібно ретельно промити водою.",,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання",,"PC202, PC207, PC225, PC204, PC214","N275, N287, KWAP2",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":182,""to_translate"":{""ru"":182}}",,default,default,default,1,SHAMPOO,44,90,,,1,,,,,,,,,,,,,,,,
PC204,INSECT,"<strong>Засіб до видалення залишків комах</strong>
\n
\nНадзвичайно ефективний засіб для видалення залишків комах з поверхні вікон, фар та кузова автомобіля.
\nРідина призначена для прямого застосування і не потребує розведення.","Надзвичайно ефективний засіб для видалення залишків комах з поверхні вікон, фар і кузову автомобіля.
\nВидаляє навіть важкі для видаленя сухі залишки комах. Рідина, призначена для безпосереднього використання, не вимагає розведення.
\n
\n<strong>Використання:</strong>
\n
\nЗастосовувати рідину до очищеної поверхні за допомогою будь-якого розпилювача, зачекати 3 - 5 хв, потім промити засіб сильним струменем води. При необхідності використати губку або щітку.
\n
\n<strong>Увага!</strong> Не допускати висихання засобу на поверхні. Не використовувати на розігрітих поверхнях.",,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Активні піни та шампуні, Автокосметика > Зовнішнє прибирання > Видалення комах, Автокосметика > Зовнішнє прибирання",,"PC207, PC215, N275, PC212","PC202, PC002, PC102, PC211",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":108,""to_translate"":{""ru"":108}}",,default,default,default,1,INSECT,36,90,,,1,,,,,,,,,,,,,,,,
PC215,FINAL WAX,"<strong>Гідровоск з осушувачем</strong>
\nВисококонцентрований засіб з властивостями полірування та підсушування.
\n
\nМиттєво видаляє водяний шар з поверхні автомобіля надаючи глибокий блиск. У той же час забезпечує чудовий лакований захист. Можна використовувати як і з твердою, так і м'ягкою водою, холодній чи гарячій. Можна застосовувати в установках будь-якого типу. Не залишає розводів.","Висококонцентрований препарат з властивостями підсушування та полірування.
\nМиттєво видаляє водяний шар з поверхні автомобіля, даючи глибокий блиск. У той же час він забезпечує дуже хороший захист лаку.
\nЙого можна використовувати як у твердій воді, так і в м'якій, холодній та гарячій воді. Застосовується у всіх типах установок в автомийках. Не залишає розводів.
\n
\n
\n<strong>Використання:</strong>
\n
\nРозчин засобу слід нанести на кузов у останній фазі миття транспортного засобу під час останнього полоскання.
\n
\n<strong>Дозування:</strong>
\n
\n0,1 - 0,2% (10 - 20 мл для 1 л води)
\nПродукт біологічно розщеплюється більш ніж на 90%.
\n<div>
\n<div><img src=""http://imagizer.imageshack.us/v2/640x480q90/922/NwEvii.png"" /></div>
\n<div></div>
\n</div>",,,"Cільське господарство, Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання",,"PC207, PC204, PC102, PC219","PC202, N275, PC212",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":155,""to_translate"":{""ru"":155}}",,default,default,default,1,FINAL WAX,36,90,,,1,,,,,,,,,,,,,,,,
PC207,EASY WAX,"<strong>Автомобільний віск - Швидкий деталізатор</strong>
\nВіск із наночастинками для миттєвого результата. Частинки, що місляться у засобі, захищають лаковані поверхні та елементи кузова автомобіля і надають їм глянцевий блиск. 
\nВидаляє маленькі подряпини, відновлює колір та знімає відкладення. Залишає делікатний захисний шар. Оберігає лак від бруду та змін погодніх умов. ","Швидкий автомобільний віск, із використанням нанотехнологій.
\nЧастинки, що містяться в засобі, захищають лаковані елементи кузова автомобіля і надають їм глянцевий блиск.
\nВидаляє маленькі подряпини, відновлює колір та знімає відкладення. Залишає делікатний захисний шар. Захищає лак від бруду та зміни погодних умов.
\n
\n
\n<strong>Використання:</strong>
\n
\nНанести рідину на поверхню, яку слід чистити, за допомогою будь-якого розпилювального пристрою (наприклад, оприскувача), потім протерти на сухо.
\nНе вимагає полірування.
\n
\n
\n<strong>Увага!</strong> Не використовувати на розігрітій поверхні.",,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання",,"PC205, PC215, PC102, PC219, PC103","N275, PC001, N287, B040",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":131,""to_translate"":{""ru"":131}}",,default,default,default,1,EASY WAX,36,90,,,1,,,,,,,,,,,,,,,,
N287,MIKROFIBRA PROFESSIONAL BS,Рушник з мікрофібри жовтий 40 x 40,"<span class=""tlid-translation translation"" lang=""uk""><span class="""" title="""">Безшовна високоякісна мікроволоконна макрофібра.</span>
\n<span class="""" title="""">Безпечний для лаку.</span> <span title="""">Для інтер’єру полірують воски, наносять швидкі деталі, пасти, покриття та наносять перев'язки.</span>
\n
\n<strong><span title="""">Особливості</span><span title="""">:</span> </strong>
\n</span>
\n<ul>
\n 	<li>добре вбирає воду, пил і бруд</li>
\n 	<li>ідеально полірує</li>
\n 	<li>безшовний</li>
\n 	<li>надзвичайно довговічний - може прати машинно</li>
\n 	<li>вага: 330 г / м2</li>
\n 	<li>колір: жовтий</li>
\n 	<li>Упаковка: 1 шт</li>
\n</ul>",,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,MIKROFIBRA PROFESSIONAL BS,,,,,1,,,,,,,,,,,,,,,,
N275,FLUFFY,"<strong>Рушник з мікрофібри синій</strong>
\n60 x 90 cm","<header id=""gb"" class=""gb_na gb_Sa gb_Se gb_Hc"" role=""banner"">
\n<div class=""tlid-input-button-container focus-wrapper"" tabindex=""0"" role=""tablist""><span class=""tlid-translation translation"" lang=""uk""><span title="""">Найтонший рушник з мікрофібри на ринку - 100% впевненість без подряпин!</span></span></div>
\n</header><span class=""tlid-translation translation"" lang=""uk"">
\n<span title="""">Швидке висихання, ідеально після прання.</span> <span title="""">Він поглинає воду до 8-10 разів від власної ваги, ідеально підходить для протирання води з великих площ.</span></span>
\n
\n<span title="""">Також покритий мікроволокном.</span>
\n
\nОсобливості:
\n<ul>
\n 	<li>Добре вбирає воду, пил і бруд</li>
\n 	<li>Надзвичайно абсорбуюча</li>
\n 	<li>Надзвичайно довговічна - миються машинно</li>
\n 	<li>Вага: 550 г / м2</li>
\n 	<li>Колір: синій з червоною обкантовкою</li>
\n 	<li>Упаковка: 1 шт</li>
\n</ul>",,,"Автокосметика, Автокосметика > Зовнішнє прибирання > Воски, Автокосметика > Зовнішнє прибирання",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,FLUFFY,,,,,1,,,,,,,,,,,,,,,,
PC205,COCKPIT,"<strong>Рідина для консервації пластикових компонентів (матуючий)
\n</strong>
\n
\nПродукт призначений для збереження пластикових елементів, таких як автомобільні панелі.
\nЗасіб відновлює природний вигляд і має антистатичні властивості. При регулярному використані запобігає повторному осіданню пилу та бруду на поверхнях.
\nМає приємний, свіжий аромат.","Продукт призначений для збереження елементів із пластмас, у тому числі автомобільних поверхонь та панелей.
\nВідновлює природний вигляд та має антистатичні властивості. Не залишає жирного блиску. Засіб має приємний, свіжий аромат.
\n
\n<strong>Використання:</strong>
\n
\nЗастосовувати рідину з розпилювачем, розподілити губкою або м'якою ганчіркою.
\n<strong>Увага!</strong> Не застосовувати на кермо та педалі. Не використовувати на розігрітих поверхнях.",,,"Автокосметика, Автокосметика > Очищення інтер'єру, Автокосметика > Очищення інтер'єру > Пластик",,"PC202, N275, PC214, PC212","PC112, PC001, PC102",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":103,""to_translate"":{""ru"":103}}",,default,default,default,1,COCKPIT,36,90,,,1,,,,,,,,,,,,,,,,
PC219,PLASTIC PASSION,"<strong>Рідина для очищення пластикових поверхонь (APC)</strong>
\n
\nЗасіб призначений для очищення будь-яких пластикових поверхонь таких як: елементи салону автомобіля, віконні та дверні рами, садові меблі, кухонна техніка та інші предмети із пластмаси. Легко видаляє навіть старі, стійкі плями. Очищає поверхнево, не вимагає тертя. Має антистатичні властивості.
\nПри регулярному використанні, запобігає повторному осіданню пилу та бруду.","Засіб призначений для очищення всіх пластикових поверхонь, таких як:
\n<ul>
\n 	<li>елементи салону автомобіля</li>
\n 	<li>віконні та дверні рами</li>
\n 	<li>садові меблі</li>
\n 	<li>кухонна техніка</li>
\n 	<li>та інші предмети з пластмаси</li>
\n</ul>
\n&nbsp;
\n
\nВін легко видаляє навіть старі, стійкі плями. Очищає поверхню, не вимагає тертя. Має антистатичні властивості. При регулярному застосуванні запобігає повторному осіданню пилу та бруду.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nПрепарат слід наносити на очищену поверхню, промиту поверхню, залишити на кілька хвилин, а потім протерти ганчіркою. У разі сильно забрудненої поверхні потрібно повторити, та використовувати механічний засіб, наприклад, губку чи щітку.",,,"Автокосметика, Автокосметика > Очищення інтер'єру, Автокосметика > Очищення інтер'єру > Пластик",,"PC205, A160, N275, B040","PC205, PC207, PC215-1",,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":150,""to_translate"":{""ru"":150}}",,default,default,default,1,PLASTIC PASSION,36,90,,,1,,,,,,,,,,,,,,,,
A160,DETAIL EXPERT,"<span class=""tlid-translation translation"" lang=""uk""><strong>ЩІтка для чищення поверхонь</strong>
\n<span title="""">Натуральна щетина.</span> <span class="""" title="""">Для видалення воску із щілин, чищення прокладок і швів на оббивці сидінь.</span></span>","<span class=""tlid-translation translation"" lang=""uk""><span title="""">Ідеально підходить для чищення всіх куточків, деталей та оббивки.</span>
\n<span title="""">Незамінна при чищенні швів в оббивці сидінь та для видалення воску з щілин.</span> <span title="""">Також підходить для чищення та розчісування прокладок.</span></span>
\n
\n&nbsp;
\n<ul>
\n 	<li><span class=""tlid-translation translation"" lang=""uk""><span class="""" title="""">Довжина кисті: 12 см</span></span></li>
\n 	<li><span class=""tlid-translation translation"" lang=""uk""><span title="""">Висота щетини: 25 мм</span></span></li>
\n</ul>",,,"Щітки та розпилювачі > Щітки та деталізовані пензлі, Щітки та розпилювачі",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,DETAIL EXPERT,0,,,,1,,,,,,,,,,,,,,,,
N262,MIKROFIBRA PROFESSIONAL LEATHER,"<strong>40 х 40 см / Щітка для шкіри / 1 шт.</strong>
\nВага 300г / м2","Мікрофібра для шкіри, завдяки більш грубій структурі порівняно з іншими мікроволокном, відмінно видаляє бруд та інші домішки.
\nЧи не фарбує очищену оббивку. Його можна використовувати з більш агресивними хімічними речовинами, які зазвичай реагують з фарбованими тканинами.
\n
\nОсобливості:
\n<ul>
\n 	<li>добре вбирає воду, пил і бруд</li>
\n 	<li>Більш груба структура</li>
\n 	<li>Надзвичайно довговічна - можна прати машинно</li>
\n 	<li>Вага: 300 г / м2</li>
\n 	<li>Колір: білий</li>
\n 	<li>Упаковка: 1 шт</li>
\n</ul>",,,"Серветки та дозатори > Мікрофібри, Автокосметика > Очищення інтер'єру, Серветки та дозатори, Автокосметика > Очищення інтер'єру > Шкіра та тканини",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,MIKROFIBRA PROFESSIONAL LEATHER,,,,,1,,,,,,,,,,,,,,,,
